Customer_ID,Transaction_ID,Transaction_Date,Product,Product_Category,Quantity,Unit_Price,Transaction_Amount,Payment_Method,Region
C154,T0336,29-11-2025,Coffee Maker,Home,2,60.48,120.96,Credit Card,North
C208,T0337,23-11-2025,T-Shirt,Clothing,1,31.66,31.66,Credit Card,South
C043,T0338,19-06-2025,Jeans,Clothing,2,68.69,137.38,Credit Card,North
C118,T0339,18-10-2025,Keyboard,Accessories,3,92.31,276.93,Cash,East
C024,T0340,06-10-2025,Smartphone,Electronics,1,468.22,468.22,Credit Card,South
C162,T0341,31-12-2025,Laptop,Electronics,3,952.22,2856.66,Cash,North
C154,T0342,19-07-2025,Headphones,Electronics,1,130.67,130.67,UPI,West
C072,T0343,27-06-2025,Blender,Home,2,95.09,190.18,Credit Card,North
C224,T0344,11-11-2025,Keyboard,Accessories,2,60.65,121.30,Cash,East
C016,T0345,09-09-2025,Coffee Maker,Home,1,179.04,179.04,Debit Card,East
C193,T0346,14-07-2025,T-Shirt,Clothing,1,35.51,35.51,Credit Card,East
C127,T0347,14-07-2025,Blender,Home,1,69.48,69.48,Debit Card,West
C163,T0348,07-06-2025,Backpack,Accessories,1,30.47,30.47,Cash,East
C139,T0349,18-08-2025,Smartphone,Electronics,1,412.44,412.44,Cash,North
C014,T0350,03-11-2025,Smartphone,Electronics,1,355.84,355.84,UPI,West
C007,T0351,14-10-2025,Mouse,Accessories,1,65.65,65.65,Debit Card,South
C195,T0352,10-09-2025,Headphones,Electronics,1,88.18,88.18,Debit Card,North
C086,T0353,09-02-2025,T-Shirt,Clothing,1,25.49,25.49,UPI,East
C127,T0354,11-04-2025,Blender,Home,1,105.32,105.32,Cash,North
C070,T0355,14-11-2025,Mouse,Accessories,1,40.72,40.72,Cash,East
C226,T0356,30-11-2025,Backpack,Accessories,1,104.12,104.12,Debit Card,East
C165,T0357,10-06-2025,Jacket,Clothing,3,76.11,228.33,Debit Card,West
C164,T0358,22-10-2025,Mouse,Accessories,2,56.14,112.28,Debit Card,East
C193,T0359,28-02-2025,Mouse,Accessories,2,40.54,81.08,Debit Card,South
C014,T0360,13-08-2025,Blender,Home,1,117.92,117.92,UPI,North
C210,T0361,04-05-2025,Coffee Maker,Home,1,132.33,132.33,UPI,South
C217,T0362,03-09-2025,T-Shirt,Clothing,1,49.67,49.67,Cash,West
C279,T0363,02-10-2025,Laptop,Electronics,2,815.72,1631.44,Credit Card,North
C128,T0364,10-11-2025,Coffee Maker,Home,1,71.62,71.62,Credit Card,West
C170,T0365,24-04-2025,T-Shirt,Clothing,1,18.45,18.45,Debit Card,West
C192,T0366,20-12-2025,T-Shirt,Clothing,1,38.78,38.78,Debit Card,East
C013,T0367,13-02-2025,Jeans,Clothing,1,54.96,54.96,Credit Card,South
C179,T0368,24-09-2025,Mouse,Accessories,1,65.98,65.98,Cash,East
C244,T0369,13-06-2025,Smartphone,Electronics,1,718.06,718.06,Credit Card,East
C023,T0370,28-11-2025,Blender,Home,1,133.41,133.41,Credit Card,South
C125,T0371,14-10-2025,Sneakers,Footwear,1,66.01,66.01,Cash,West
C119,T0372,03-12-2025,T-Shirt,Clothing,1,21.52,21.52,Cash,West
C015,T0373,31-10-2025,Blender,Home,1,61.71,61.71,Cash,West
C003,T0374,27-12-2025,Blender,Home,1,70.62,70.62,Credit Card,North
C275,T0375,28-02-2025,Headphones,Electronics,1,71.53,71.53,UPI,West
C271,T0376,20-07-2025,Coffee Maker,Home,1,100.52,100.52,Credit Card,East
C181,T0377,28-12-2025,Jeans,Clothing,1,78.82,78.82,UPI,North
C069,T0378,04-04-2025,Backpack,Accessories,1,57.48,57.48,UPI,South
C262,T0379,16-07-2025,T-Shirt,Clothing,1,19.83,19.83,Cash,South
C250,T0380,30-03-2025,Coffee Maker,Home,1,169.49,169.49,Debit Card,West
C148,T0381,14-11-2025,Headphones,Electronics,1,174.72,174.72,Credit Card,East
C005,T0382,15-10-2025,Jeans,Clothing,1,78.91,78.91,Cash,West
C252,T0383,27-03-2025,T-Shirt,Clothing,2,30.53,61.06,Credit Card,North
C113,T0384,28-05-2025,Mouse,Accessories,1,29.61,29.61,Debit Card,West
C254,T0385,18-05-2025,Sneakers,Footwear,1,107.27,107.27,UPI,North
C226,T0386,01-12-2025,Sneakers,Footwear,1,92.52,92.52,Debit Card,East
C017,T0387,14-02-2025,Jeans,Clothing,1,81.73,81.73,Cash,North
C122,T0388,29-06-2025,Keyboard,Accessories,2,82.91,165.82,Cash,South
C072,T0389,19-10-2025,Keyboard,Accessories,2,102.49,204.98,UPI,East
C276,T0390,29-05-2025,Headphones,Electronics,1,152.65,152.65,UPI,North
C070,T0391,02-12-2025,T-Shirt,Clothing,3,49.74,149.22,Debit Card,South
C128,T0392,13-12-2025,Headphones,Electronics,2,172.56,345.12,Cash,West
C073,T0393,12-07-2025,Jacket,Clothing,1,131.62,131.62,Cash,North
C048,T0394,08-07-2025,T-Shirt,Clothing,1,24.74,24.74,Cash,West
C168,T0395,17-02-2025,Jacket,Clothing,1,150.64,150.64,Cash,East
C033,T0396,19-04-2025,Sneakers,Footwear,1,146.81,146.81,Cash,East
C166,T0397,17-10-2025,Mouse,Accessories,1,52.57,52.57,Cash,East
C025,T0398,24-08-2025,Laptop,Electronics,1,1070.33,1070.33,Credit Card,North
C081,T0399,08-08-2025,Jeans,Clothing,1,89.51,89.51,Debit Card,South
C155,T0400,17-02-2025,Headphones,Electronics,2,180.26,360.52,UPI,East
C043,T0401,27-01-2025,Backpack,Accessories,1,88.40,88.40,Cash,East
C120,T0402,01-01-2025,T-Shirt,Clothing,1,39.63,39.63,Debit Card,West
C040,T0403,16-08-2025,Headphones,Electronics,1,123.11,123.11,Credit Card,North
C176,T0404,09-03-2025,Smartphone,Electronics,4,553.39,2213.56,Cash,North
C118,T0405,22-02-2025,T-Shirt,Clothing,1,43.21,43.21,UPI,East
C154,T0406,10-03-2025,Headphones,Electronics,1,170.14,170.14,Debit Card,North
C272,T0407,14-08-2025,Jacket,Clothing,1,134.50,134.50,UPI,South
C078,T0408,22-04-2025,T-Shirt,Clothing,1,30.48,30.48,Credit Card,North
C072,T0409,08-08-2025,Smartphone,Electronics,1,530.42,530.42,UPI,South
C127,T0410,04-11-2025,Mouse,Accessories,1,31.13,31.13,UPI,North
C155,T0411,20-07-2025,Keyboard,Accessories,1,75.86,75.86,UPI,North
C123,T0412,23-11-2025,Jeans,Clothing,1,44.46,44.46,Credit Card,North
C185,T0413,19-10-2025,Backpack,Accessories,1,107.47,107.47,Cash,East
C280,T0414,07-02-2025,Coffee Maker,Home,1,111.23,111.23,Credit Card,North
C008,T0415,23-07-2025,Mouse,Accessories,1,74.97,74.97,UPI,West
C217,T0416,03-10-2025,Blender,Home,1,110.46,110.46,Debit Card,East
C043,T0417,21-03-2025,Mouse,Accessories,1,74.86,74.86,UPI,West
C034,T0418,03-05-2025,Mouse,Accessories,1,62.45,62.45,Credit Card,South
C045,T0419,29-01-2025,T-Shirt,Clothing,1,36.43,36.43,UPI,South
C062,T0420,25-03-2025,Laptop,Electronics,2,1020.90,2041.80,Cash,East
C268,T0421,27-03-2025,Sneakers,Footwear,2,122.08,244.16,UPI,South
C138,T0422,16-01-2025,Blender,Home,2,124.86,249.72,UPI,West
C140,T0423,23-10-2025,Sneakers,Footwear,1,121.23,121.23,Credit Card,West
C234,T0424,18-10-2025,Sneakers,Footwear,1,99.96,99.96,Debit Card,East
C081,T0425,12-12-2025,Mouse,Accessories,2,73.13,146.26,Credit Card,South
C261,T0426,06-05-2025,Laptop,Electronics,1,1117.76,1117.76,Credit Card,West
C187,T0427,19-01-2025,T-Shirt,Clothing,3,21.26,63.78,Cash,South
C165,T0428,19-05-2025,Keyboard,Accessories,1,94.83,94.83,Credit Card,East
C062,T0429,25-04-2025,Sneakers,Footwear,1,55.27,55.27,Credit Card,West
C036,T0430,09-06-2025,Jeans,Clothing,2,76.41,152.82,UPI,North
C234,T0431,05-06-2025,Laptop,Electronics,1,774.96,774.96,Debit Card,West
C189,T0432,11-04-2025,Jacket,Clothing,3,179.71,539.13,Debit Card,South
C004,T0433,22-11-2025,T-Shirt,Clothing,1,33.95,33.95,Credit Card,East
C001,T0434,07-06-2025,Coffee Maker,Home,1,145.95,145.95,Credit Card,South
C272,T0435,14-03-2025,Keyboard,Accessories,1,116.51,116.51,UPI,North
C023,T0436,25-12-2025,Keyboard,Accessories,2,76.78,153.56,UPI,West
C044,T0437,21-07-2025,Jacket,Clothing,1,67.36,67.36,Credit Card,North
C223,T0438,14-05-2025,Coffee Maker,Home,3,80.78,242.34,UPI,West
C168,T0439,14-04-2025,Backpack,Accessories,1,51.03,51.03,Debit Card,North
C080,T0440,28-07-2025,Smartphone,Electronics,1,579.63,579.63,Credit Card,East
C107,T0441,03-03-2025,Jeans,Clothing,1,45.90,45.90,Credit Card,South
C156,T0442,17-06-2025,Blender,Home,1,44.44,44.44,Debit Card,North
C128,T0443,03-06-2025,Backpack,Accessories,1,34.41,34.41,UPI,South
C016,T0444,09-10-2025,T-Shirt,Clothing,2,34.46,68.92,Debit Card,North
C237,T0445,07-01-2025,Smartphone,Electronics,2,383.88,767.76,Credit Card,South
C067,T0446,19-11-2025,Keyboard,Accessories,2,63.50,127.00,Credit Card,East
C039,T0447,27-11-2025,Laptop,Electronics,4,718.65,2874.60,Cash,South
C048,T0448,26-01-2025,Backpack,Accessories,1,114.81,114.81,Debit Card,West
C203,T0449,30-03-2025,Jeans,Clothing,1,70.99,70.99,UPI,South
C096,T0450,18-01-2025,Mouse,Accessories,1,72.42,72.42,Debit Card,East
C256,T0451,14-02-2025,T-Shirt,Clothing,2,31.77,63.54,UPI,West
C071,T0452,27-09-2025,T-Shirt,Clothing,1,45.96,45.96,Debit Card,North
C196,T0453,06-09-2025,Blender,Home,1,99.90,99.90,UPI,East
C199,T0454,23-04-2025,Mouse,Accessories,1,35.73,35.73,Credit Card,East
C030,T0455,30-04-2025,Jeans,Clothing,1,76.01,76.01,Debit Card,North
C127,T0456,29-01-2025,Coffee Maker,Home,1,119.38,119.38,Debit Card,West
C182,T0457,24-12-2025,Headphones,Electronics,1,134.80,134.80,UPI,North
C181,T0458,07-04-2025,Jacket,Clothing,1,123.20,123.20,Cash,East
C090,T0459,05-11-2025,Jeans,Clothing,1,33.37,33.37,Debit Card,North
C270,T0460,14-04-2025,Jeans,Clothing,1,85.07,85.07,Debit Card,East
C091,T0461,27-12-2025,Backpack,Accessories,1,43.29,43.29,Debit Card,North
C270,T0462,06-12-2025,Backpack,Accessories,3,63.62,190.86,Cash,North
C173,T0463,12-08-2025,Mouse,Accessories,1,78.43,78.43,Cash,East
C090,T0464,11-11-2025,Blender,Home,3,116.29,348.87,UPI,South
C090,T0465,07-03-2025,T-Shirt,Clothing,1,39.10,39.10,Debit Card,North
C201,T0466,10-11-2025,Jacket,Clothing,1,128.31,128.31,Debit Card,North
C255,T0467,27-06-2025,Headphones,Electronics,1,52.45,52.45,UPI,South
C046,T0468,21-06-2025,Blender,Home,1,120.22,120.22,Cash,North
C136,T0469,12-05-2025,Keyboard,Accessories,1,36.10,36.10,Credit Card,North
C025,T0470,27-03-2025,T-Shirt,Clothing,1,29.69,29.69,Cash,West
C194,T0471,03-09-2025,Backpack,Accessories,1,39.13,39.13,Debit Card,South
C232,T0472,11-01-2025,Smartphone,Electronics,2,320.05,640.10,UPI,East
C054,T0473,24-03-2025,Smartphone,Electronics,1,832.76,832.76,Credit Card,North
C174,T0474,27-12-2025,Jacket,Clothing,4,166.12,664.48,Credit Card,West
C085,T0475,21-02-2025,Jacket,Clothing,2,70.42,140.84,UPI,South
C098,T0476,04-10-2025,T-Shirt,Clothing,1,40.27,40.27,UPI,East
C153,T0477,09-10-2025,Keyboard,Accessories,1,65.36,65.36,Cash,South
C028,T0478,05-12-2025,Backpack,Accessories,1,37.89,37.89,Cash,South
C050,T0479,11-02-2025,Laptop,Electronics,1,982.91,982.91,Cash,North
C158,T0480,16-05-2025,T-Shirt,Clothing,1,46.32,46.32,Credit Card,West
C095,T0481,17-08-2025,Backpack,Accessories,2,63.25,126.50,Credit Card,East
C226,T0482,16-10-2025,Jeans,Clothing,1,80.22,80.22,Credit Card,South
C050,T0483,31-07-2025,Smartphone,Electronics,1,784.91,784.91,Debit Card,North
C199,T0484,01-09-2025,Sneakers,Footwear,1,103.55,103.55,Debit Card,West
C154,T0485,18-01-2025,Smartphone,Electronics,1,812.36,812.36,Debit Card,North
C230,T0486,19-04-2025,Headphones,Electronics,3,66.75,200.25,Debit Card,South
C022,T0487,14-04-2025,T-Shirt,Clothing,1,38.91,38.91,Debit Card,East
C164,T0488,18-07-2025,Blender,Home,3,47.37,142.11,Cash,East
C142,T0489,25-12-2025,Sneakers,Footwear,1,137.35,137.35,Cash,North
C213,T0490,21-02-2025,Headphones,Electronics,1,134.07,134.07,Credit Card,North
C147,T0491,16-05-2025,Sneakers,Footwear,2,137.79,275.58,Cash,West
C243,T0492,13-11-2025,Laptop,Electronics,1,841.78,841.78,Cash,North
C203,T0493,01-09-2025,Backpack,Accessories,1,34.44,34.44,UPI,East
C011,T0494,24-05-2025,Backpack,Accessories,2,57.27,114.54,Cash,North
C117,T0495,14-06-2025,Headphones,Electronics,1,159.00,159.00,UPI,West
C046,T0496,28-07-2025,Keyboard,Accessories,1,112.21,112.21,Cash,East
C029,T0497,30-12-2025,Sneakers,Footwear,2,56.56,113.12,Cash,South
C269,T0498,13-04-2025,Jacket,Clothing,1,75.06,75.06,Credit Card,South
C017,T0499,12-04-2025,Jeans,Clothing,1,51.62,51.62,UPI,East
C238,T0500,15-12-2025,Sneakers,Footwear,1,142.31,142.31,Credit Card,South
C191,T0501,31-08-2025,Jeans,Clothing,1,40.66,40.66,UPI,East
C084,T0502,26-05-2025,Mouse,Accessories,2,59.78,119.56,Credit Card,West
C026,T0503,20-04-2025,Headphones,Electronics,2,164.77,329.54,Debit Card,South
C106,T0504,16-12-2025,Mouse,Accessories,1,48.36,48.36,Credit Card,West
C068,T0505,25-04-2025,Coffee Maker,Home,1,154.11,154.11,UPI,East
C141,T0506,24-08-2025,T-Shirt,Clothing,2,44.81,89.62,UPI,South
C239,T0507,23-07-2025,Mouse,Accessories,1,68.58,68.58,Credit Card,North
C262,T0508,15-10-2025,Coffee Maker,Home,3,159.12,477.36,UPI,East
C056,T0509,24-11-2025,Jeans,Clothing,1,89.30,89.30,UPI,East
C134,T0510,02-06-2025,Coffee Maker,Home,2,166.01,332.02,Debit Card,South
C265,T0511,04-11-2025,Keyboard,Accessories,2,102.49,204.98,Cash,East
C072,T0512,01-06-2025,Blender,Home,1,94.71,94.71,UPI,West
C208,T0513,20-10-2025,T-Shirt,Clothing,2,35.41,70.82,Debit Card,East
C114,T0514,10-12-2025,Coffee Maker,Home,1,152.04,152.04,UPI,East
C088,T0515,19-02-2025,Coffee Maker,Home,2,73.55,147.10,Cash,South
C133,T0516,04-04-2025,Blender,Home,2,123.92,247.84,UPI,North
C114,T0517,04-08-2025,Backpack,Accessories,1,108.43,108.43,UPI,East
C134,T0518,29-08-2025,Jacket,Clothing,1,160.66,160.66,Credit Card,North
C242,T0519,15-07-2025,Keyboard,Accessories,1,108.07,108.07,UPI,West
C028,T0520,29-07-2025,Headphones,Electronics,1,72.05,72.05,Cash,South
C162,T0521,20-06-2025,Blender,Home,1,48.89,48.89,Debit Card,East
C030,T0522,28-03-2025,Laptop,Electronics,1,725.63,725.63,Debit Card,West
C046,T0523,26-07-2025,Headphones,Electronics,1,141.36,141.36,Cash,West
C197,T0524,11-07-2025,Laptop,Electronics,1,719.65,719.65,Credit Card,East
C272,T0525,08-05-2025,Keyboard,Accessories,1,30.37,30.37,Debit Card,East
C160,T0526,06-06-2025,Headphones,Electronics,1,120.53,120.53,Debit Card,North
C024,T0527,24-09-2025,Mouse,Accessories,3,44.64,133.92,UPI,West
C069,T0528,07-04-2025,Backpack,Accessories,4,74.12,296.48,Debit Card,West
C010,T0529,19-04-2025,Keyboard,Accessories,1,118.64,118.64,Credit Card,South
C064,T0530,12-07-2025,Backpack,Accessories,2,101.29,202.58,UPI,North
C025,T0531,25-01-2025,Coffee Maker,Home,1,158.70,158.70,Credit Card,West
C228,T0532,26-12-2025,T-Shirt,Clothing,1,23.85,23.85,Debit Card,South
C005,T0533,24-09-2025,Mouse,Accessories,1,21.56,21.56,UPI,South
C215,T0534,25-05-2025,Smartphone,Electronics,1,670.62,670.62,Credit Card,North
C255,T0535,25-09-2025,Keyboard,Accessories,1,100.02,100.02,Debit Card,East
C210,T0536,17-04-2025,Mouse,Accessories,1,50.63,50.63,Cash,East
C121,T0537,26-02-2025,Laptop,Electronics,1,653.40,653.40,Cash,South
C047,T0538,12-05-2025,Sneakers,Footwear,1,122.36,122.36,Debit Card,West
C152,T0539,31-03-2025,Mouse,Accessories,1,21.49,21.49,Credit Card,East
C185,T0540,18-02-2025,Coffee Maker,Home,1,146.01,146.01,Credit Card,North
C071,T0541,13-08-2025,Coffee Maker,Home,1,92.73,92.73,UPI,North
C191,T0542,22-08-2025,Backpack,Accessories,1,66.07,66.07,UPI,West
C245,T0543,27-02-2025,T-Shirt,Clothing,1,42.89,42.89,Debit Card,North
C082,T0544,19-10-2025,Smartphone,Electronics,1,654.45,654.45,Cash,South
C195,T0545,08-03-2025,Backpack,Accessories,1,107.63,107.63,Cash,West
C058,T0546,02-12-2025,T-Shirt,Clothing,1,17.22,17.22,UPI,North
C269,T0547,09-12-2025,Blender,Home,1,102.15,102.15,UPI,North
C222,T0548,06-12-2025,Coffee Maker,Home,2,112.65,225.30,Cash,South
C028,T0549,29-08-2025,Laptop,Electronics,1,694.16,694.16,Cash,South
C039,T0550,23-05-2025,Jeans,Clothing,1,49.85,49.85,Credit Card,South
C194,T0551,16-08-2025,T-Shirt,Clothing,2,17.76,35.52,Cash,North
C256,T0552,01-12-2025,Jeans,Clothing,1,88.84,88.84,Credit Card,North
C207,T0553,16-02-2025,T-Shirt,Clothing,1,34.22,34.22,UPI,South
C234,T0554,25-04-2025,Backpack,Accessories,1,34.88,34.88,Cash,East
C243,T0555,28-02-2025,Blender,Home,1,118.75,118.75,Credit Card,South
C002,T0556,30-05-2025,Backpack,Accessories,1,87.03,87.03,UPI,North
C024,T0557,29-07-2025,Headphones,Electronics,1,171.49,171.49,Credit Card,East
C101,T0558,21-04-2025,Keyboard,Accessories,1,106.70,106.70,Cash,South
C174,T0559,21-11-2025,Smartphone,Electronics,2,327.90,655.80,Credit Card,West
C235,T0560,13-09-2025,Coffee Maker,Home,1,115.55,115.55,Credit Card,North
C222,T0561,01-04-2025,Jacket,Clothing,1,116.08,116.08,Debit Card,South
C054,T0562,14-06-2025,T-Shirt,Clothing,1,36.22,36.22,Cash,West
C128,T0563,31-05-2025,Mouse,Accessories,1,37.29,37.29,Cash,South
C071,T0564,20-09-2025,T-Shirt,Clothing,1,46.03,46.03,UPI,East
C112,T0565,18-12-2025,Keyboard,Accessories,1,94.29,94.29,UPI,South
C092,T0566,30-12-2025,Sneakers,Footwear,1,113.69,113.69,Credit Card,East
C246,T0567,02-08-2025,Jacket,Clothing,1,136.73,136.73,UPI,West
C007,T0568,28-01-2025,Sneakers,Footwear,1,88.09,88.09,Credit Card,South
C137,T0569,16-03-2025,Headphones,Electronics,4,149.34,597.36,Credit Card,East
C105,T0570,22-02-2025,Sneakers,Footwear,1,131.40,131.40,Debit Card,West
C122,T0571,28-05-2025,Sneakers,Footwear,2,129.88,259.76,Credit Card,West
C199,T0572,10-06-2025,T-Shirt,Clothing,3,49.15,147.45,Credit Card,North
C129,T0573,15-08-2025,Keyboard,Accessories,1,100.28,100.28,Debit Card,East
C280,T0574,10-04-2025,Blender,Home,1,125.38,125.38,UPI,West
C091,T0575,21-09-2025,Coffee Maker,Home,1,175.12,175.12,Credit Card,West
C021,T0576,24-03-2025,T-Shirt,Clothing,1,24.25,24.25,UPI,North
C170,T0577,20-03-2025,Jeans,Clothing,2,39.29,78.58,UPI,North
C155,T0578,07-02-2025,Jeans,Clothing,2,63.01,126.02,UPI,South
C095,T0579,01-08-2025,Sneakers,Footwear,1,100.51,100.51,Cash,North
C179,T0580,19-06-2025,Keyboard,Accessories,2,89.70,179.40,UPI,East
C112,T0581,29-11-2025,Jacket,Clothing,1,179.56,179.56,Credit Card,North
C178,T0582,15-11-2025,Jeans,Clothing,1,68.54,68.54,Debit Card,North
C165,T0583,17-07-2025,T-Shirt,Clothing,3,48.07,144.21,UPI,East
C013,T0584,18-09-2025,Sneakers,Footwear,2,87.50,175.00,Cash,West
C023,T0585,21-09-2025,Mouse,Accessories,2,27.51,55.02,Credit Card,North
C086,T0586,18-04-2025,Sneakers,Footwear,1,112.69,112.69,Debit Card,West
C054,T0587,11-08-2025,Keyboard,Accessories,1,93.25,93.25,Credit Card,South
C013,T0588,07-02-2025,Jeans,Clothing,2,32.27,64.54,Credit Card,South
C129,T0589,13-05-2025,Sneakers,Footwear,1,132.16,132.16,Cash,West
C231,T0590,19-07-2025,Coffee Maker,Home,1,91.13,91.13,Credit Card,North
C033,T0591,07-02-2025,Blender,Home,1,117.10,117.10,UPI,North
C149,T0592,13-08-2025,Coffee Maker,Home,1,61.25,61.25,Cash,West
C016,T0593,20-07-2025,Jeans,Clothing,1,43.19,43.19,UPI,South
C153,T0594,28-11-2025,Coffee Maker,Home,2,175.50,351.00,UPI,North
C073,T0595,21-07-2025,Smartphone,Electronics,1,643.63,643.63,Credit Card,East
C108,T0596,19-04-2025,Blender,Home,2,119.85,239.70,Cash,South
C083,T0597,10-04-2025,Headphones,Electronics,1,173.56,173.56,Credit Card,South
C028,T0598,29-05-2025,Sneakers,Footwear,1,104.97,104.97,Credit Card,East
C051,T0599,19-06-2025,Keyboard,Accessories,2,73.85,147.70,UPI,South
C121,T0600,10-04-2025,Smartphone,Electronics,1,341.89,341.89,UPI,West
C231,T0601,27-10-2025,Backpack,Accessories,1,57.51,57.51,Debit Card,East
C162,T0602,24-04-2025,T-Shirt,Clothing,1,25.96,25.96,Cash,East
C185,T0603,03-09-2025,Headphones,Electronics,1,93.05,93.05,Cash,West
C184,T0604,27-11-2025,Mouse,Accessories,1,22.07,22.07,Credit Card,East
C072,T0605,17-11-2025,Sneakers,Footwear,1,123.35,123.35,Credit Card,North
C010,T0606,24-10-2025,Sneakers,Footwear,1,131.26,131.26,Cash,South
C019,T0607,04-10-2025,Sneakers,Footwear,1,139.40,139.40,Cash,South
C188,T0608,29-05-2025,T-Shirt,Clothing,1,42.03,42.03,Debit Card,West
C257,T0609,06-01-2025,Sneakers,Footwear,1,86.39,86.39,Debit Card,South
C264,T0610,17-10-2025,Headphones,Electronics,1,68.66,68.66,Debit Card,West
C184,T0611,02-02-2025,Laptop,Electronics,1,892.59,892.59,UPI,East
C120,T0612,04-07-2025,Laptop,Electronics,1,910.73,910.73,Cash,West
C233,T0613,22-02-2025,Laptop,Electronics,1,989.11,989.11,UPI,East
C279,T0614,07-07-2025,Jacket,Clothing,1,134.98,134.98,Credit Card,East
C193,T0615,26-06-2025,Keyboard,Accessories,1,61.76,61.76,Cash,West
C004,T0616,28-04-2025,Sneakers,Footwear,2,93.99,187.98,Credit Card,East
C109,T0617,02-03-2025,Headphones,Electronics,1,97.96,97.96,Debit Card,West
C170,T0618,03-09-2025,Blender,Home,1,114.28,114.28,Debit Card,South
C211,T0619,31-10-2025,Laptop,Electronics,1,676.73,676.73,Debit Card,South
C263,T0620,27-03-2025,Laptop,Electronics,2,688.12,1376.24,UPI,South
C265,T0621,10-01-2025,T-Shirt,Clothing,1,34.73,34.73,UPI,North
C111,T0622,04-09-2025,Jeans,Clothing,1,58.28,58.28,Debit Card,South
C211,T0623,04-04-2025,Jacket,Clothing,1,125.74,125.74,UPI,South
C176,T0624,13-07-2025,Jeans,Clothing,1,34.13,34.13,Cash,South
C056,T0625,16-09-2025,Laptop,Electronics,1,1115.76,1115.76,Cash,South
C050,T0626,20-01-2025,Headphones,Electronics,1,138.36,138.36,Credit Card,North
C247,T0627,01-01-2025,Coffee Maker,Home,1,128.45,128.45,Cash,West
C190,T0628,04-09-2025,Laptop,Electronics,1,857.37,857.37,Cash,East
C051,T0629,30-04-2025,T-Shirt,Clothing,1,31.70,31.70,Credit Card,East
C279,T0630,04-01-2025,T-Shirt,Clothing,1,15.19,15.19,Credit Card,North
C193,T0631,29-07-2025,Coffee Maker,Home,1,154.56,154.56,UPI,North
C080,T0632,02-10-2025,T-Shirt,Clothing,1,23.88,23.88,Cash,East
C142,T0633,10-10-2025,Coffee Maker,Home,1,76.48,76.48,Cash,South
C190,T0634,07-06-2025,Sneakers,Footwear,1,75.38,75.38,UPI,West
C071,T0635,25-12-2025,Coffee Maker,Home,1,79.87,79.87,Debit Card,North
C110,T0636,09-10-2025,Sneakers,Footwear,1,83.84,83.84,Credit Card,South
C200,T0637,16-03-2025,Coffee Maker,Home,1,61.84,61.84,Cash,West
C046,T0638,08-11-2025,Smartphone,Electronics,1,522.50,522.50,Credit Card,West
C206,T0639,02-11-2025,Jacket,Clothing,1,87.24,87.24,Credit Card,South
C254,T0640,23-09-2025,Jeans,Clothing,1,81.03,81.03,UPI,South
C018,T0641,11-11-2025,Jacket,Clothing,1,140.80,140.80,Debit Card,North
C185,T0642,14-02-2025,Keyboard,Accessories,1,117.81,117.81,UPI,West
C181,T0643,23-09-2025,Coffee Maker,Home,1,126.19,126.19,Credit Card,North
C047,T0644,26-10-2025,Sneakers,Footwear,1,132.98,132.98,UPI,East
C142,T0645,26-07-2025,Keyboard,Accessories,1,47.51,47.51,Credit Card,East
C090,T0646,15-09-2025,T-Shirt,Clothing,1,34.55,34.55,UPI,East
C060,T0647,22-10-2025,Sneakers,Footwear,3,137.61,412.83,UPI,West
C194,T0648,23-06-2025,Jacket,Clothing,1,81.63,81.63,Cash,West
C015,T0649,21-11-2025,Jeans,Clothing,1,34.05,34.05,Debit Card,South
C162,T0650,05-01-2025,T-Shirt,Clothing,3,33.08,99.24,UPI,South
C148,T0651,25-06-2025,Smartphone,Electronics,1,749.27,749.27,Credit Card,South
C244,T0652,18-05-2025,Backpack,Accessories,1,110.49,110.49,Debit Card,South
C256,T0653,16-05-2025,Blender,Home,1,120.90,120.90,Debit Card,South
C104,T0654,24-02-2025,Keyboard,Accessories,2,62.04,124.08,Credit Card,North
C253,T0655,22-01-2025,Jacket,Clothing,1,161.42,161.42,Cash,East
C162,T0656,22-10-2025,Jeans,Clothing,2,82.86,165.72,UPI,West
C094,T0657,23-10-2025,Sneakers,Footwear,1,72.21,72.21,Debit Card,North
C270,T0658,15-09-2025,T-Shirt,Clothing,1,33.93,33.93,UPI,West
C090,T0659,24-08-2025,Jeans,Clothing,3,71.89,215.67,UPI,North
C007,T0660,16-06-2025,Coffee Maker,Home,1,125.53,125.53,UPI,East
C096,T0661,10-11-2025,Sneakers,Footwear,1,76.94,76.94,UPI,East
C095,T0662,10-07-2025,Jeans,Clothing,1,55.15,55.15,UPI,West
C144,T0663,22-10-2025,Jeans,Clothing,1,37.87,37.87,Debit Card,North
C139,T0664,11-04-2025,Keyboard,Accessories,1,107.07,107.07,Debit Card,South
C243,T0665,19-11-2025,Laptop,Electronics,1,899.76,899.76,UPI,West
C154,T0666,23-07-2025,Mouse,Accessories,1,51.91,51.91,Credit Card,South
C031,T0667,19-11-2025,Keyboard,Accessories,2,72.89,145.78,Credit Card,West
C172,T0668,12-05-2025,Mouse,Accessories,1,51.42,51.42,UPI,North
C211,T0669,07-11-2025,Smartphone,Electronics,1,707.75,707.75,Debit Card,South
C146,T0670,17-08-2025,Backpack,Accessories,1,75.94,75.94,Credit Card,West
C147,T0671,27-03-2025,Jeans,Clothing,1,38.69,38.69,UPI,West
